CWNS_NUM,FACILITY_ID,STATE,CURRENT_DESIGN_FLOW,FUTURE_DESIGN_FLOW,FACILITY_NAME,FACILITY_TYPE,CITY,LATITUDE,LONGITUDE,PRIMARY_COUNTY,SECONDARY_COUNTY,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SMALL_COMMUNITY_IND,AUTHORITY,PRES_EFFLUENT_TREATMENT_LEVEL,PROJ_EFFLUENT_TREATMENT_LEVEL
51000001000,3509918,VA,3.5,3.5,Lower Jackson River Regional,Treatment Plant,Iron Gate,37.7963,-79.7775,#N/A,#N/A,#N/A,#N/A,N,Alleghany County,Advanced,Advanced
16002001020,3513156,ID,0.045,0.045,Grand View Sewage System,Collection: Separate Sewers,Grand View,42.9987,-116.0985,Owyhee,#N/A,17050103,Middle Snake-Succor,Y,"Grand View, City of",Secondary,Secondary
35200900302,3514056,NM,1,1,Village of Bosque Farms,Collection: Separate Sewers,Bosque Farms,34.8534,-106.706,Valencia,#N/A,13020203,Rio Grande-Albuquerque,Y,"Bosque Farms, Village of",Advanced,Advanced
54000204001,3515737,WV,0.025,0.025,BERK CO PSSD - FOREST HGTS I WWTP,Treatment Plant,Inwood,39.3853,-77.975,#N/A,#N/A,#N/A,#N/A,N,BERKELEY COUNTY PSSD,Secondary,Secondary
51900000001,3521117,VA,0.099,0.099,Town of Boyce,Collection: Separate Sewers,Boyce,39.0911,-78.0578,Clarke,#N/A,02070007,Shenandoah,N,Clarke County Sanitary Authority,Advanced,Advanced
35201200002,3531816,NM,1,1,"Angel Fire, Village of",Water Reuse,Angel Fire,36.4048,-105.2839,Colfax,#N/A,11080002,Cimarron,Y,"Angel Fire, Village of",Advanced,Advanced
39000114004,385454,OH,0.3,0.3,Madison Co SD #2 Choctaw Lake WWTP,Treatment Plant,London,39.9483,-83.4918,#N/A,#N/A,#N/A,#N/A,N,Madison County Engineer,Advanced,Advanced
17009314001,1114414,IL,0.2,0.2,BETHANY STP,Treatment Plant,Bethany,39.6455,-88.739,#N/A,#N/A,#N/A,#N/A,N,"BETHANY, VILLAGE OF",Advanced,Advanced
18000154001,1120134,IN,0.52,0.52,HEBRON WWTP,Collection: Separate Sewers,Hebron,41.3154,-87.1882,Porter,#N/A,07120001,Kankakee,Y,"HEBRON, TOWN OF",Advanced,Advanced
18000604001,1120201,IN,9,9,WEST LAFAYETTE WWTP,Collection: Combined Sewers,West Lafayette,40.4174,-86.9042,Tippecanoe,#N/A,05120108,Middle Wabash-Little Vermilion,Y,"WEST LAFAYETTE, CITY OF",Advanced,Advanced
18000710001,1120212,IN,0.11,0.11,SUMMITVILLE WWTP,Collection: Combined Sewers,Summitville,40.3188,-85.6645,#N/A,#N/A,#N/A,#N/A,Y,"SUMMITVILLE     ,TOWNOF",Advanced,Advanced
18004655001,1120389,IN,0.18,0.18,SUMMIT SPRINGS RWD WWTP,Collection: Separate Sewers,Mount Summit,40.0099,-85.4273,#N/A,#N/A,#N/A,#N/A,Y,SUMMIT SPRINGS RSD,Advanced,Advanced
19000056001,1123502,IA,0.006,0.006,BALLTOWN SEPTIC TANKS,Treatment Plant,Sherrill,42.6389,-90.8722,Dubuque,#N/A,07060003,Grant-Little Maquoketa,Y,"BALLTOWN      ,TOWNOF",Secondary,Advanced
19000074001,1123515,IA,0.06,0.06,BENNETT STL,Treatment Plant,Bennett,41.7385,-90.9699,#N/A,#N/A,#N/A,#N/A,Y,BENNETT TOWN OF,Advanced,Advanced
37001401002,1153195,NC,2,2,GUNPOWDER CREEK WWTP,Collection: Separate Sewers,Hudson,35.844482,-81.465337,Caldwell,#N/A,03050101,Upper Catawba,N,"LENOIR, CITY OF",Secondary,Secondary
37008207001,1153694,NC,0.075,0.075,SALEMBURG WWTP,Collection: Separate Sewers,Salemburg,35.0196,-78.5041,Sampson,#N/A,03030006,Black,N,Town of Salemburg,Secondary,Secondary
45000219003,1157114,SC,3.2,4,CONWAY WWTF,Collection: Separate Sewers,Conway,33.8208,-79.0625,Horry,#N/A,03040206,Waccamaw,N,GSW&SA/CONWAY WWTP,Advanced,Advanced
31000206001,1145784,NE,0.24,0.24,WYMORE WWTP,Treatment Plant,Wymore,40.1245,-96.6495,Gage,#N/A,10270202,Middle Big Blue,N,City of Wymore,Secondary,Secondary
31000951001,1145886,NE,0.07,0.08,DODGE WWTP,Collection: Separate Sewers,Dodge,41.7211,-96.8802,Dodge,#N/A,10220003,Lower Elkhorn,N,"DODGE, VILLAGE OF",Advanced,Advanced
31000957001,1145891,NE,0.2,0.2,NORTH BEND WWTP,Treatment Plant,North Bend,41.4611,-96.7681,Dodge,#N/A,10220003,Lower Elkhorn,N,City of North Bend,Secondary,Secondary
31001162001,1145916,NE,0.03,0.03,LITCHFIELD WWTP,Collection: Separate Sewers,Litchfield,41.157558,-99.15247,Sherman,#N/A,10210003,Lower Middle Loup,N,"LITCHFIELD, VILLAGE OF",Secondary,Secondary
31001278001,1145932,NE,0.04,0.04,LINDSAY WWTP,Treatment Plant,Lindsay,41.7,-97.6938,Platte,#N/A,10200202,Lower Platte,N,VILLAGE OF LINDSAY,Secondary,Secondary
31001350001,1145937,NE,4,4.4,KEARNEY WWTP,Collection: Separate Sewers,Kearney,40.6762,-99.0277,Buffalo,#N/A,10200101,Middle Platte-Buffalo,N,"KEARNEY      ,CITYOF",Advanced,Advanced
31002075001,1146031,NE,0.01,0.01,REYNOLDS WWTP,Treatment Plant,Reynolds,40.0628,-97.3631,#N/A,#N/A,#N/A,#N/A,Y,"REYNOLDS, VILLAGE OF",Secondary,Secondary
27000199001,1148061,MN,0.59,0,LAKE CRYSTAL WWTP,Collection: Separate Sewers,Lake Crystal,44.1078,-94.2186,Blue Earth,#N/A,07020007,Middle Minnesota,Y,LAKE CRYSTAL,Advanced,0
27000293001,1148125,MN,0.12,0.12,KIMBALL WWTP,Treatment Plant,Kimball,45.30851705,-94.27609657,Stearns,#N/A,07010203,Clearwater-Elk,Y,"KIMBALL, CITY OF",Secondary,Secondary
27001507001,1148219,MN,0.101,0.101,ASHBY WWTP,Collection: Separate Sewers,Ashby,46.08117229,-95.82157189,#N/A,#N/A,#N/A,#N/A,Y,"ASHBY, CITY OF",Secondary,Secondary
27007219001,1148407,MN,0.035,0.035,MILROY WWTP,Treatment Plant,Milroy,44.4333,-95.55,#N/A,#N/A,#N/A,#N/A,Y,"MILROY, CITY OF",Secondary,Secondary
27009407001,1148485,MN,0.458,0.458,WANAMINGO WWTP,Biosolids Handling Facility,Wanamingo,44.30708694,-92.78618622,Goodhue,#N/A,07040004,Zumbro,Y,"WANAMINGO, CITY OF",Secondary,Secondary
38000025001,1151278,ND,0.07,0.07,ARGUSVILLE WASTEWATER,Collection: Separate Sewers,Argusville,47.05313,-96.93223,#N/A,#N/A,#N/A,#N/A,Y,"ARGUSVILLE, CITY OF",Secondary,Secondary
38000104001,1151354,ND,0.01,0.01,ARNEGARD WASTEWATER,Treatment Plant,Arnegard,47.806345,-103.46048,#N/A,#N/A,#N/A,#N/A,Y,"Arnegard, City Of",Secondary,Secondary
38000190001,1151433,ND,0.07,0.07,GLEN ULLIN WASTEWATER,Treatment Plant,Glen Ullin,46.823269,-101.816536,Morton,#N/A,10130203,Lower Heart,Y,"GLEN ULLIN, CITY OF",Secondary,Secondary
38000259001,1151499,ND,0.05,0.05,MINTO WASTEWATER,Treatment Plant,Minto,48.291603,-97.370447,#N/A,#N/A,#N/A,#N/A,Y,"MINTO, CITY OF",Secondary,Secondary
38000298001,1151538,ND,0.03,0.03,REGENT WASTEWATER,Treatment Plant,Regent,46.421208,-102.557124,#N/A,#N/A,#N/A,#N/A,Y,"REGENT, CITY OF",Secondary,Secondary
38000316001,1151552,ND,0.03,0.03,SELFRIDGE WASTEWATER,Collection: Separate Sewers,Selfridge,46.041622,-100.92363,Sioux,#N/A,10130102,Upper Lake Oahe,Y,"SELFRIDGE, CITY OF",Secondary,Secondary
41000043001,1164305,OR,0.8,0.8,CRESWELL STP,Collection: Separate Sewers,Creswell,43.9228,-123.0371,Lane,#N/A,17090002,Coast Fork Willamette,Y,"CRESWELL,CITY OF",Secondary,Secondary
41000090001,1164347,OR,0.07,0.07,BLY STP,Treatment Plant,Bly,42.4036,-121.0369,#N/A,#N/A,#N/A,#N/A,Y,BLY SANITARY DISTRICT,Secondary,Secondary
41000177001,1164412,OR,0.23,0.23,JOHN DAY STP,Treatment Plant,John Day,44.420044,-118.925629,Grant,#N/A,17070201,Upper John Day,N,"JOHN DAY, CITY OF",Secondary,Secondary
41000238001,1164452,OR,1.1,1.1,PRINEVILLE STP,Collection: Separate Sewers,Prineville,44.3029,-120.8435,#N/A,#N/A,#N/A,#N/A,N,"PRINEVILLE, CITY OF",Secondary,Secondary
47000265001,1166012,TN,3,3,CLINTON STP #1,Collection: Separate Sewers,Clinton,36.0853,-84.1549,#N/A,#N/A,#N/A,#N/A,N,CLINTON UTILITIES BOARD,Secondary,Secondary
47001010002,1166150,TN,20,20,Murfreesboro - Sinking Creek STP,Collection: Separate Sewers,Murfreesboro,35.9008,-86.4287,#N/A,#N/A,#N/A,#N/A,N,"Murfreesboro, City of",Advanced,Advanced
47001405001,1166211,TN,1.5,1.5,SWEETWATER STP,Treatment Plant,Sweetwater,35.6117,-84.4586,#N/A,#N/A,#N/A,#N/A,N,Sweetwater Utilities,Advanced,Advanced
22000305001,1168190,LA,2,3.2,DELHI SEWERAGE SYSTEM,Collection: Separate Sewers,Delhi,32.4363,-91.4746,Madison,#N/A,08050002,Bayou Macon,N,DELHI TOWN OF,Advanced,Advanced
22001435001,1168281,LA,3,3,WESTWEGO STP,Collection: Separate Sewers,Westwego,29.9111,-90.1435,Jefferson,#N/A,08090301,East Central Louisiana Coastal,N,WESTWEGO SEWERAGE DEPT,Advanced,Advanced
22003192001,1168446,LA,0.075,0.075,PROVENCAL WWCTS,Collection: Separate Sewers,Provencal,31.6514,-93.2028,Natchitoches,#N/A,11140207,Lower Red-Lake Iatt,N,"PROVENCAL, VILLAGE OF",Advanced,Advanced
22003303001,1168505,LA,0.15,0.15,KROTZ SPRINGS STP,Collection: Separate Sewers,Krotz Springs,30.5469,-91.7515,St. Landry,#N/A,08080101,Atchafalaya,N,"KROTZ SPRINGS, CITY OF",Secondary,Secondary
22003383001,1168555,LA,0.65,0.65,KAPLAN STP,Treatment Plant,Kaplan,29.97912,-92.28769,Vermilion,#N/A,08080202,Mermentau,N,CITY OF KAPLAN,Secondary,Secondary
22009087004,1168695,LA,0.8,0,RIVERBEND STP,Collection: Separate Sewers,Chalmette,29.9649,-89.9501,St. Bernard,#N/A,08090203,Eastern Louisiana Coastal,N,St. Bernard Parish-Riverbend Oxidation Pond/Poydra,Secondary,0
49000054001,1170409,UT,1.2,1.2,PAROWAN,Treatment Plant,Parowan,37.8422,-112.8272,Iron,#N/A,16030007,Beaver Bottoms-Upper Beaver,Y,PAROWAN,Secondary,Secondary
40000034001,1172455,OK,0.144,0.144,WELEETKA PWA WWT,Collection: Separate Sewers,Weleetka,35.6214,-95.972,Okmulgee,#N/A,11100303,Deep Fork,Y,WELEETKA PWA,Secondary,Secondary
40000113001,1172523,OK,0.95,0.95,HARRAH WWT,Treatment Plant,Harrah,35.4731,-97.144,Lincoln,#N/A,11100302,Lower North Canadian,Y,"HARRAH, CITY OF",Secondary,Secondary
40000186001,1172574,OK,0.156,0.156,BARNSDALL STP,Treatment Plant,Barnsdall,36.5493,-96.1604,Osage,#N/A,11070107,Bird,Y,"BARNSDALL, CITY OF",Secondary,Secondary
40000201002,1172586,OK,0.038,0.038,MANNFORD PWA EAST WWT,Collection: Separate Sewers,Mannford,36.1148,-96.3278,#N/A,#N/A,#N/A,#N/A,Y,MANNFORD PUBLIC WORKS AUTHORITY,Secondary,Secondary
40000376001,1172651,OK,0.1,0.1,FORT TOWSON WWT,Treatment Plant,Fort Towson,34.0167,-95.2733,Choctaw,#N/A,11140105,Kiamichi,Y,"FT. TOWSON, TOWN OF",Secondary,Secondary
40000458001,1172702,OK,0.06,0.06,ALEX WWT,Treatment Plant,Alex,34.9159,-97.7711,Grady,#N/A,11130303,Middle Washita,Y,"ALEX, TOWN OF",Secondary,Secondary
40000776001,1172863,OK,0.5,0.58,WEWOKA WWT,Collection: Separate Sewers,Wewoka,35.154,-96.4771,Seminole,#N/A,11100302,Lower North Canadian,Y,"WEWOKA, CITY OF",Secondary,Secondary
40000798001,1172876,OK,0.18,0.18,GRANDFIELD WWT,Collection: Separate Sewers,Grandfield,34.2404,-98.6857,#N/A,#N/A,#N/A,#N/A,Y,"GRANDFIELD, CITY OF",Secondary,Secondary
06001020001,1175189,CA,0.4,0.4,RIO DELL WWTF,Collection: Separate Sewers,Rio Dell,40.4975,-124.0956,#N/A,#N/A,#N/A,#N/A,Y,"RIO DELL, CITY OF",Advanced,Advanced
06001035001,1175201,CA,1,1,CLOVERDALE WWTF,Treatment Plant,Cloverdale,38.7962843,-123.0104353,Sonoma,#N/A,18010110,Russian,Y,"Cloverdale, City of",Secondary,Advanced
02000293001,1216428,AK,0.075,0.075,Mountain Village Lagoon,Treatment Plant,Mountain Village,62.093018,-163.75901,#N/A,#N/A,#N/A,#N/A,N,"MOUNTAIN VILLAGE, CITY OF",Secondary,Secondary
36003020003,1220356,NY,0.06,0.06,Poughkeepsie(T)C'try Club STP,Treatment Plant,Poughkeepsie,42.32,-74.433,#N/A,#N/A,#N/A,#N/A,N,POUGHKEEPSIE (T),Secondary,Secondary
36004041001,1220743,NY,1.8,1.8,Cobleskill (V) STP,Collection: Separate Sewers,Cobleskill,42.674861,-74.47683829,Schoharie,#N/A,02020005,Schoharie,N,COBLESKILL (V),Secondary,Secondary
36005061001,1220872,NY,0.15,0.18,Broadalbin (V) WWTP,Treatment Plant,Broadalbin,43.054611,-74.204583,#N/A,#N/A,#N/A,#N/A,Y,"BROADALBIN, VILLAGE OF",Advanced,Advanced
36006109001,1221022,NY,4.8,4.8,Massena (V) STP,Treatment Plant,Massena,44.9335,-74.8754,#N/A,#N/A,#N/A,#N/A,N,"MASSENA, VILLAGE OF",Advanced,Advanced
51000252001,1192872,VA,0.67,0.67,GORDONSVILLE STP,Treatment Plant,Gordonsville,38.12952,-78.1934,Orange,#N/A,02080106,Pamunkey,N,Rapidan Service Authority,Secondary,Secondary
51000341001,1192993,VA,0.35,0.75,THORNBURG REG. STP,Treatment Plant,Woodford,38.135989,-77.515833,Spotsylvania,#N/A,02080105,Mattaponi,Y,Spotsylvania County Utilities Department,Advanced,Advanced
51000350001,1192997,VA,0.38,0.38,LOVETTSVILLE S T P,Collection: Separate Sewers,Lovettsville,39.28172,-77.64911,Loudoun,#N/A,02070008,Middle Potomac-Catoctin,N,Town of Lovettsville Wastewater Treatment Plant,Advanced,Advanced
56000085001,1194837,WY,1.5,1.5,PINEDALE LAGOON,Collection: Separate Sewers,Pinedale,42.882,-109.8441,Sublette,#N/A,14040102,New Fork,N,"Pinedale, Town of",Secondary,Secondary
42001066001,1195566,PA,0.9,0.9,ORWIGSBURG BORO STP,Collection: Separate Sewers,Orwigsburg,40.6429,-76.1069,Schuylkill,#N/A,02040203,Schuylkill,N,ORWIGSBURG BORO MUN AUTH,Advanced,Advanced
48005265001,1183669,TX,0.02,0.02,Petty WWTP,Treatment Plant,Petty,33.5973,-95.8137,#N/A,#N/A,#N/A,#N/A,N,PETTY WATER SUPPLY AND SEWER SERVICE CORPORATION,Secondary,Secondary
19000138001,1123567,IA,0.161,0.161,CENTRAL CITY WWTP,Treatment Plant,Central City,42.2,-91.5225,#N/A,#N/A,#N/A,#N/A,Y,"CENTRAL CITY     ,CITYOF",Secondary,Secondary
19000150001,1123576,IA,0.061,0.061,CINCINNATI STL,Collection: Separate Sewers,Cincinnati,40.6367,-92.9294,Appanoose,#N/A,10280201,Upper Chariton,Y,CINCINNATI CITY OF,Secondary,Advanced
19000178001,1123601,IA,0.26,0.26,CONRAD WWTP,Collection: Separate Sewers,Conrad,42.3634,-92.7647,#N/A,#N/A,#N/A,#N/A,Y,"CONRAD, CITY OF",Secondary,Advanced
19000209001,1123629,IA,0.09,0.09,DAVIS CITY WWTP,Treatment Plant,Davis City,40.6311,-93.8044,Decatur,#N/A,10280102,Thompson,N,"DAVIS CITY, CITY OF",Secondary,Advanced
19000348001,1123750,IA,1.08,1.08,GREENFIELD WWTP,Treatment Plant,Greenfield,41.3064,-94.4547,Adair,#N/A,10280102,Thompson,Y,"GREENFIELD      ,CITYOF",Advanced,Advanced
19000372001,1123770,IA,0.26,0.26,HARTFORD STL,Treatment Plant,Hartford,41.4637,-93.4124,Warren,#N/A,07100008,Lake Red Rock,Y,"HARTFORD, CITY OF",Secondary,Advanced
19000395001,1123791,IA,0.04,0.04,HOUGHTON STL,Collection: Separate Sewers,Houghton,40.778,-91.6052,Lee,#N/A,07080104,Flint-Henderson,Y,"HOUGHTON, CITY OF",Secondary,Advanced
19000519001,1123909,IA,0.04,0.04,MALCOM STL,Collection: Separate Sewers,Malcom,41.7045,-92.5519,#N/A,#N/A,#N/A,#N/A,Y,MALCOM TOWN OF,Secondary,Secondary
19000556001,1123941,IA,0.046,0.046,MENLO WWTP,Treatment Plant,Menlo,41.518,-94.4051,#N/A,#N/A,#N/A,#N/A,Y,"MENLO, CITY OF",Secondary,Secondary
19000572001,1123954,IA,1.69,1.69,MITCHELLVILLE WWTP,Treatment Plant,Mitchellville,41.6658,-93.37,Polk,#N/A,07100008,Lake Red Rock,Y,"MITCHELLVILLE     ,CITYOF",Secondary,Advanced
39001995001,1080976,OH,0.06,0.06,Crown City WWTP and Sewers,Collection: Separate Sewers,Crown City,38.579722,-82.293056,#N/A,#N/A,#N/A,#N/A,Y,Village of Crown City,Secondary,Secondary
39003907001,1081139,OH,0.42,0.42,Jefferson Co Barber's Hollow WWTP,Collection: Separate Sewers,Steubenville,40.4078,-80.7345,#N/A,#N/A,#N/A,#N/A,N,Jefferson County Water & Sewer District,Advanced,Advanced
39004837001,1081240,OH,0.8,0.8,Brown Twp/Malvern Sewer District,Treatment Plant,Malvern,40.6859,-81.1901,#N/A,#N/A,#N/A,#N/A,Y,VILLAGE OF MALVERN,Secondary,Secondary
39008135001,1081605,OH,0.275,0.275,Syracuse-Racine WSD WWTP & Sewers,Treatment Plant,Racine,38.962394,-81.908086,Meigs,#N/A,05030202,Upper Ohio-Shade,N,Syracuse-Racine Regional Sewer District,Secondary,Secondary
39008582001,1081646,OH,0.175,0.175,Wakeman WWTP & Sewer System,Treatment Plant,Wakeman,41.257271,-82.394721,Huron,#N/A,04100012,Huron-Vermilion,Y,Village of Wakeman,Secondary,Secondary
26000130001,1088373,MI,0.3,0.3,ROSCOMMON WWTF,Treatment Plant,Roscommon,44.4911,-84.5708,#N/A,#N/A,#N/A,#N/A,N,"ROSCOMMON, VILLAGE OF",Advanced,Advanced
26000259001,1088446,MI,0.35,0.35,SARANAC STP,Treatment Plant,Saranac,42.9295,-85.2164,#N/A,#N/A,#N/A,#N/A,N,"SARANAC, CITY OF",Secondary,Secondary
26000490001,1088553,MI,0.05,0.05,PECK STP,Treatment Plant,Peck,43.2642,-82.8203,#N/A,#N/A,#N/A,#N/A,N,"PECK, CITY OF",Secondary,Secondary
26000927001,1088651,MI,0.24,0.24,ST CHARLES STP,Collection: Separate Sewers,Saint Charles,43.3127,-84.1415,#N/A,#N/A,#N/A,#N/A,N,ST CHARLES WWSL,Advanced,Advanced
26003128001,1088915,MI,0.09,0.09,WHITE PINE STP,Collection: Separate Sewers,White Pine,46.749448,-89.57943,#N/A,#N/A,#N/A,#N/A,N,CARP LAKE TWP WWSL,Advanced,Advanced
25000063001,1092364,MA,3.8,3.8,Easthampton Sewerage Collection System and WWTF,Collection: Pump Stations,Easthampton,42.277698,-72.648897,Hampshire,#N/A,01080201,Middle Connecticut,N,Easthampton Department of Public Works,Advanced,Advanced
50000006001,1094057,VT,0.27,0.27,Barton WWTF,Collection: Separate Sewers,Barton,44.751244,-72.189231,Orleans,#N/A,04150500,0,Y,"Barton Village, Inc.",Advanced,Advanced
50000032003,1094082,VT,0.3,0.3,Quechee WWTF,Collection: Separate Sewers,Hartford,43.64441,-72.41415,#N/A,#N/A,#N/A,#N/A,Y,"Hartford, Town of",Advanced,Advanced
50000067001,1094118,VT,0.44,1.1,Shelburne WWTF No 1 (Bay),Treatment Plant,Shelburne,44.40574,-73.21897,Chittenden,#N/A,02010008,Lake Champlain,Y,"Shelburne, Town of",Advanced,Advanced
37005004001,1153459,NC,0.5,0.5,TUCKASEIGEE WWTP 2 (SYLVA),Collection: Separate Sewers,Sylva,35.3721,-83.2454,Jackson,#N/A,06010203,Tuckasegee,N,Sylva WWTP,Advanced,Advanced
19000661001,1124033,IA,0.095,0.095,PACKWOOD WWTP,Treatment Plant,Packwood,41.13,-92.0872,#N/A,#N/A,#N/A,#N/A,Y,PACKWOOD CITY OF,Secondary,Secondary
19000838001,1124183,IA,0.15,0.15,TABOR WWTP,Collection: Separate Sewers,Tabor,40.887,-95.6742,#N/A,#N/A,#N/A,#N/A,Y,"TABOR, CITY OF",Secondary,Secondary
19000924001,1124259,IA,0.21,0.21,"WHITING, WWTP",Treatment Plant,Whiting,42.1247,-96.1608,#N/A,#N/A,#N/A,#N/A,Y,WHITING TOWN OF,Secondary,Secondary
16000181001,1128706,ID,0.05,0.05,MOYIE SPRINGS S/T FAC,Collection: Separate Sewers,Moyie Springs,48.7202,-116.1948,Boundary,#N/A,17010104,Lower Kootenai,Y,"MOYIE SPRINGS, CITY OF",Secondary,Secondary
20000106001,1130118,KS,1.82,2.02,ARKANSAS CITY WWTP,Collection: Separate Sewers,Arkansas City,37.04316,-97.02387,#N/A,#N/A,#N/A,#N/A,N,"ARKANSAS CITY     ,CITYOF",Advanced,Advanced
20000220001,1130207,KS,0.024,0.024,RANDOLPH WWTP,Collection: Separate Sewers,Randolph,39.4261,-96.7634,#N/A,#N/A,#N/A,#N/A,N,"RANDOLPH,CITY OF",Secondary,Secondary
20000484001,1130298,KS,0.037,0.037,JF CO S D #6 LAKE SH EST WWTP,Treatment Plant,Ozawkie,39.2424,-95.4325,#N/A,#N/A,#N/A,#N/A,N,JEFFERSON COUNTY,Secondary,Secondary
20001208001,1130538,KS,0.09,0.09,CAWKER CITY  BURUC WWTP,Collection: Separate Sewers,Cawker City,39.4977,-98.435,#N/A,#N/A,#N/A,#N/A,N,"CAWKER CITY, CITY OF",Secondary,Secondary
20001313001,1130582,KS,0.031,0.031,FORD WWTP,Collection: Separate Sewers,Ford,37.6438,-99.7495,#N/A,#N/A,#N/A,#N/A,N,"FORD, CITY OF",Secondary,Secondary
29000959000,1133223,MO,0.004,0.004,St. Joe State Park,Collection: Separate Sewers,Park Hills,37.8336,-90.5253,#N/A,#N/A,#N/A,#N/A,Y,"MDNR, Division of State Parks",Advanced,Advanced
29001096001,1133375,MO,0.025,0.025,Newtown WWTP,Collection: Separate Sewers,Newtown,40.364269,-93.332915,#N/A,#N/A,#N/A,#N/A,Y,City of Newtown,Advanced,Advanced
29001216002,1133548,MO,0.087,0.087,Drexel North WWTP,Collection: Separate Sewers,Drexel,38.482978,-94.611607,Cass,#N/A,10290102,Lower Marais Des Cygnes,Y,City of Drexel,Advanced,Advanced
29001222001,1133554,MO,0.75,1.5,Peculiar WWTP,Treatment Plant,Peculiar,38.701528,-94.431972,Cass,#N/A,10290108,South Grand,Y,City of Peculiar,Advanced,Advanced
29001505001,1133618,MO,0.3,0.3,Crane WWTP,Collection: Separate Sewers,Crane,36.903306,-93.564694,Stone,#N/A,11010002,James,Y,City of Crane,Advanced,Advanced
29002466001,1133854,MO,0.023,0.023,Hume WWTP,Collection: Separate Sewers,Hume,38.097665,-94.590699,Bates,#N/A,10290102,Lower Marais Des Cygnes,Y,City of Hume,Advanced,Advanced
29002494002,1133869,MO,0.71,0.71,Concordia N. Lagoon,Treatment Plant,Concordia,39.017224,-93.550334,Lafayette,#N/A,10300104,Blackwater,Y,City of Concordia,Advanced,Advanced
29003156001,1133924,MO,0.05,0.05,Eolia WWTP,Collection: Separate Sewers,Eolia,39.229461,-91.026121,#N/A,#N/A,#N/A,#N/A,Y,Village of Eolia,Secondary,Secondary
29003159001,1133925,MO,0.236,0.236,Elsberry WWTP,Collection: Separate Sewers,Elsberry,39.161609,-90.777644,Lincoln,#N/A,07110004,The Sny,Y,City of Elsberry,Advanced,Advanced
06005077001,1175595,CA,20,20,TURLOCK WWTF,Collection: Separate Sewers,Turlock,37.484,-120.8712,Stanislaus,#N/A,18040002,Middle San Joaquin-Lower Merced- Lower Stanislaus,N,"TURLOCK, CITY OF",Advanced,Advanced
06005105001,1175637,CA,10.8,17.7,Tracy WWTP,Treatment Plant,Tracy,37.7656,-121.4208,San Joaquin,#N/A,18040003,San Joaquin Delta,N,"TRACY, CITY OF",Advanced,Advanced
06005226001,1175717,CA,2,2,Cutler-Orosi WWTF,Treatment Plant,Cutler,36.5231,-119.3049,#N/A,#N/A,#N/A,#N/A,N,Cutler-Orosi Joint Powers Wastewater Authority,Secondary,Secondary
06005262001,1175743,CA,0.02,0.02,BECKWOURTH WWTF,Collection: Separate Sewers,Quincy,39.9367,-120.9467,Plumas,#N/A,18020122,East Branch North Fork Feather,N,BECKWOURTH CSA,Secondary,Secondary
06003044001,1175412,CA,12,12,Watsonville WWTF,Water Reuse,Watsonville,36.886966,-121.785116,Monterey,#N/A,18060002,Pajaro,N,"WATSONVILLE, CITY OF",Advanced,Advanced
06003115001,1175455,CA,0.35,0.35,RIDGEMARK WWTF,Collection: Separate Sewers,Hollister,36.8167,-121.3647,#N/A,#N/A,#N/A,#N/A,Y,SUNNYSLOPE WATER DIST,Secondary,Secondary
06005010002,1175531,CA,16,32,Bakersfield WWTP #3,Collection: Pump Stations,Bakersfield,35.2758,-119.0742,Kern,#N/A,18030003,Middle Kern-Upper Tehachapi-Grapevine,N,"BAKERSFIELD, CITY OF",Advanced,Advanced
06005118001,1175649,CA,0.22,0.22,RICHGROVE WWTF,Collection: Separate Sewers,Richgrove,35.7988,-119.1042,#N/A,#N/A,#N/A,#N/A,N,Richgrove Community Services District,Secondary,Secondary
06005233001,1175721,CA,0.5,0.5,Colfax WWTF,Collection: Separate Sewers,Colfax,39.0899518,-120.9462555,Placer,#N/A,18020128,North Fork American,Y,"COLFAX, CITY OF",Advanced,Advanced
06005240001,1175727,CA,0.5,0.5,Alturas WWTP,Collection: Separate Sewers,Alturas,41.4733,-120.558,Modoc,#N/A,18020002,Upper Pit,Y,"Alturas, City of",Secondary,Secondary
06005325001,1175771,CA,2.1,2.1,ORLAND WWTF,Treatment Plant,Orland,39.7458,-122.1942,#N/A,#N/A,#N/A,#N/A,Y,"ORLAND, CITY OF",Secondary,Secondary
53000658001,1180826,WA,10,10,LAKOTA STP,Treatment Plant,Federal Way,47.328,-122.3734,#N/A,#N/A,#N/A,#N/A,N,Lakehaven Utility District,Secondary,Secondary
53002530001,1181081,WA,1.06,1.22,Yelm Wastewater Treat and Reclaim,Treatment Plant,Yelm,46.9509201,-122.5966034,Pierce,#N/A,17110015,Nisqually,N,Yelm City of,Secondary,Secondary
53002595001,1181093,WA,1.44,1.44,BIRCH BAY STP,Treatment Plant,Blaine,48.89965057,-122.7692795,Whatcom,#N/A,17110004,Nooksack,Y,Birch Bay Water and Sewer District,Secondary,Secondary
48000003003,1182786,TX,0.03,0.03,Arrowhead Ranch WWTP,Collection: Separate Sewers,Wichita Falls,33.780889,-98.401639,Clay,#N/A,11130209,Little Wichita,N,Red River Authority,Secondary,Secondary
48000154001,1182835,TX,0.58,0.58,MULESHOE STP,Collection: Separate Sewers,Muleshoe,34.225145,-102.728863,#N/A,#N/A,#N/A,#N/A,N,MULESHOE,Secondary,Secondary
